ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
L2_75_26	278	23557	23835	L2_75	26028	+		Bacteria (2)	FIG00505459:
L2_75_27	1817	24052	25869	L2_75	26028	+		Bacteria (2)	Translation elongation factor LepA
L2_74_0	380	48	428	L2_74	7512	-		root (1)	hypothetical protein
L2_74_1	266	738	1004	L2_74	7512	+		root (1)	hypothetical protein
L2_74_2	1085	1022	2107	L2_74	7512	+		Chlorobium ferrooxidans (84205)	tRNA-specific 2-thiouridylase MnmA
L2_74_3	677	2125	2802	L2_74	7512	+		Chlorobium ferrooxidans (84205)	carboxylesterase family protein
L2_74_4	3686	2946	6632	L2_74	7512	+	2.1.1.13	Bacteria (2)	Methionine synthase OS Bos taurus GN MTR PE 2 SV 1 # UNIPROT Q4JIJ3 HOMOCYSMETB12-RXN CATTLE:280869-MONOMER 2.1.1.13
L2_74_5	548	6868	7416	L2_74	7512	-		Chlorobium ferrooxidans (84205)	Metal-dependent phosphohydrolase, HD subdomain
L2_77_0	65	3	68	L2_77	27686	-		root (1)	hypothetical protein
L2_77_1	386	158	544	L2_77	27686	+		Chlorobiaceae (191412)	FIG00497350:
L2_77_2	314	650	964	L2_77	27686	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_77_3	350	1171	1521	L2_77	27686	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_77_4	329	1830	2159	L2_77	27686	+		Monera	MULTISPECIES:
L2_77_5	245	2146	2391	L2_77	27686	+		Pelodictyon phaeoclathratiforme (34090)	FIG00913126:
L2_77_6	131	2485	2616	L2_77	27686	-		root (1)	hypothetical protein
L2_77_7	716	2891	3607	L2_77	27686	-		Acidovorax sp. KKS102 (358220)	Putative predicted metal-dependent hydrolase
L2_77_8	3089	3608	6697	L2_77	27686	-	3.1.21.3	Proteobacteria (1224)	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
L2_77_9	419	6760	7179	L2_77	27686	-		Thioalkalivibrio (106633)	FIG00770084:
L2_77_10	395	7164	7559	L2_77	27686	-		Gammaproteobacteria (1236)	DNA polymerase, beta-like region
L2_77_11	266	7646	7912	L2_77	27686	-		root (1)	hypothetical protein
L2_77_12	908	7930	8838	L2_77	27686	-		Proteobacteria (1224)	possible multi-domain protein
L2_77_13	1139	8856	9995	L2_77	27686	-		root (1)	hypothetical protein
L2_77_14	2447	9986	12433	L2_77	27686	-	2.1.1.72	Proteobacteria (1224)	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
L2_77_15	854	12630	13484	L2_77	27686	-		Bacteria (2)	DNA-damage-inducible protein D
L2_77_16	272	13853	14125	L2_77	27686	-		Bacteria (2)	PF12441 family protein
L2_77_17	266	14097	14363	L2_77	27686	-		root (1)	hypothetical protein
L2_77_18	227	14360	14587	L2_77	27686	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_77_19	1205	15024	16229	L2_77	27686	+		Pelodictyon phaeoclathratiforme (34090)	ATPase AAA superfamily
L2_77_20	1121	16429	17550	L2_77	27686	-		Bacteroidetes (976)	ABC-2 type transporter family protein
L2_77_21	1106	17597	18703	L2_77	27686	-		Flavobacteriaceae (49546)	ABC transport system, permease component YbhR
L2_77_22	740	18703	19443	L2_77	27686	-		Bacteroidetes (976)	ABC transporter multidrug efflux pump, fused ATP-binding domains
L2_77_23	941	19436	20377	L2_77	27686	-		Bacteroidetes (976)	putative ABC transporter ATP-binding protein
L2_77_24	149	20374	20523	L2_77	27686	-		root (1)	hypothetical protein
L2_77_25	1022	20601	21623	L2_77	27686	-		Chlorobium ferrooxidans (84205)	Predicted membrane fusion protein (MFP) component efflux pump, anchor YbhG
L2_77_26	695	21630	22325	L2_77	27686	-		Bacteria (2)	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)
L2_77_27	728	22318	23046	L2_77	27686	-		Monera	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)
L2_77_28	998	23043	24041	L2_77	27686	-		Chlorobium ferrooxidans (84205)	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)
L2_77_29	869	24041	24910	L2_77	27686	-		Bacteria (2)	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)
L2_77_30	1145	24980	26125	L2_77	27686	-		Chlorobium ferrooxidans (84205)	High-affinity leucine-specific transport system, periplasmic binding protein LivK (TC 3.A.1.4.1)
L2_77_31	179	26370	26549	L2_77	27686	+		root (1)	hypothetical protein
L2_77_32	587	26646	27233	L2_77	27686	+		Chlorobium ferrooxidans (84205)	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)
L2_77_33	233	27326	27559	L2_77	27686	-		Chlorobium (1091)	Chlorosome protein B envelope
L2_76_0	848	2	850	L2_76	1963	+		Chlorobium ferrooxidans (84205)	Short-chain dehydrogenase/reductase SDR
L2_76_1	956	1006	1962	L2_76	1963	+		Chlorobium ferrooxidans (84205)	outer membrane efflux protein
L2_73_0	1226	25	1251	L2_73	2561	-		Chlorobium ferrooxidans (84205)	PAS/PAC sensor hybrid histidine kinase
L2_73_1	1220	1279	2499	L2_73	2561	-	2.1.1.80	Chlorobium ferrooxidans (84205)	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)
L2_72_0	110	89	199	L2_72	199	-		root (1)	hypothetical protein
L2_79_0	176	323	499	L2_79	16747	+		root (1)	hypothetical protein
L2_79_1	410	720	1130	L2_79	16747	-		Chlorobium ferrooxidans (84205)	universal stress protein family
L2_79_2	1250	1132	2382	L2_79	16747	-		Bacteria (2)	Manganese transport protein MntH
L2_79_3	353	2379	2732	L2_79	16747	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_79_4	1205	2920	4125	L2_79	16747	-		Chlorobium/Pelodictyon group (274493)	FIG00495650:
L2_79_5	275	4596	4871	L2_79	16747	+		Chlorobiaceae (191412)	hypothetical protein
L2_79_6	821	5026	5847	L2_79	16747	-		Chlorobium ferrooxidans (84205)	FIG00497069:
L2_79_7	122	5970	6092	L2_79	16747	-		root (1)	hypothetical protein
L2_79_8	527	6111	6638	L2_79	16747	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_79_9	470	6703	7173	L2_79	16747	-		root (1)	hypothetical protein
L2_79_10	479	7218	7697	L2_79	16747	+		Chlorobium ferrooxidans (84205)	FIG00498943:
L2_79_11	2297	7776	10073	L2_79	16747	+		Chlorobium ferrooxidans (84205)	two-component system sensor histidine kinase
L2_79_12	443	10236	10679	L2_79	16747	+	1.8.4.12	Flavobacteriaceae (49546)	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)
L2_79_13	353	10707	11060	L2_79	16747	-		Chlorobium phaeobacteroides (1096)	hypothetical protein
L2_79_14	782	11170	11952	L2_79	16747	-		Proteobacteria (1224)	Probable transmembrane protein
L2_79_15	746	12034	12780	L2_79	16747	-		Chlorobium phaeobacteroides (1096)	transposase IS4 family protein
L2_79_16	185	13398	13583	L2_79	16747	+		root (1)	hypothetical protein
L2_79_17	395	13570	13965	L2_79	16747	+		Bacteria (2)	Putative oxidoreductase
L2_79_18	1475	14071	15546	L2_79	16747	+	3.5.4.4	Chlorobium ferrooxidans (84205)	Adenosine deaminase (EC 3.5.4.4)
L2_79_19	806	15574	16380	L2_79	16747	+		Chlorobium ferrooxidans (84205)	FIG00977026:
L2_79_20	290	16377	16667	L2_79	16747	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_78_0	1277	279	1556	L2_78	12791	+	1.2.1.70	Chlorobiaceae (191412)	Glutamyl-tRNA reductase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN hemA PE 3 SV 1 # UNIPROT B3QWI0 GLUTRNAREDUCT-RXN 1.2.1.70
L2_78_1	941	1576	2517	L2_78	12791	+	2.5.1.61	Bacteria (2)	Porphobilinogen deaminase OS Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1) GN hemC PE 3 SV 1 # UNIPROT Q3A009 OHMETHYLBILANESYN-RXN 2.5.1.61
L2_78_2	743	2517	3260	L2_78	12791	+	4.2.1.75	Chlorobium ferrooxidans (84205)	Uroporphyrinogen-III synthase OS Chlorobium tepidum GN hemD PE 3 SV 1 # UNIPROT Q8KCJ3 UROGENIIISYN-RXN 4.2.1.75
L2_78_3	527	3292	3819	L2_78	12791	-		Chlorobium ferrooxidans (84205)	FIG00495880:
L2_78_4	767	3829	4596	L2_78	12791	-	3.1.3.15	Chlorobium ferrooxidans (84205)	Histidinol-phosphatase (EC 3.1.3.15)
L2_78_5	137	4613	4750	L2_78	12791	-		root (1)	hypothetical protein
L2_78_6	1541	4862	6403	L2_78	12791	+	6.4.1.3	Bacteroidales (171549)	Probable propionyl-CoA carboxylase beta chain 5 OS Mycobacterium leprae GN accD5 PE 3 SV 1 # UNIPROT P53002 PROPIONYL-COA-CARBOXY-RXN MLEP272631:ML0731-MONOMER 6.4.1.3
L2_78_7	317	6480	6797	L2_78	12791	+		Pelodictyon phaeoclathratiforme (34090)	Membrane protein associated methylmalonyl-CoA decarboxylase
L2_78_8	419	6794	7213	L2_78	12791	+		Chlorobium ferrooxidans (84205)	Biotin carboxyl carrier protein methylmalonyl-CoA decarboxylase
L2_78_9	1136	7221	8357	L2_78	12791	+	4.1.1.70	Bacteroidales (171549)	Glutaconyl-CoA decarboxylase subunit beta OS Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 VR4) GN gcdB PE 1 SV # UNIPROT Q9ZAA6 GLUTACONYL-COA-DECARBOXYLASE-RXN MetaCyc:MONOMER-1055 4.1.1.70
L2_78_10	2081	8384	10465	L2_78	12791	-		Chlorobium ferrooxidans (84205)	sensor histidine kinase/response regulator
L2_78_11	1316	10462	11778	L2_78	12791	-		Chlorobium phaeobacteroides (1096)	Neurosporene desaturase (EC 1.-.-.-)
L2_78_12	434	11775	12209	L2_78	12791	-		Chlorobium (1091)	FIG00495942:
L2_78_13	512	12185	12697	L2_78	12791	-		Chlorobium (1091)	hypothetical protein
L2_144_0	806	24	830	L2_144	59322	-		root (1)	hypothetical protein
L2_144_1	1499	953	2452	L2_144	59322	-		Bacteria (2)	ATP-dependent DNA helicase
L2_144_2	710	2845	3555	L2_144	59322	+	2.6.99.2	Bacteria (2)	Pyridoxine 5'-phosphate synthase OS Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 HRM2) GN pdxJ PE 3 SV 1 # UNIPROT C0Q9S7 PDXJ-RXN 2.6.99.2
L2_144_3	707	3562	4269	L2_144	59322	+	3.6.1.15	Chlorobium/Pelodictyon group (274493)	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)
L2_144_4	848	4266	5114	L2_144	59322	+	3.6.1.27	Actinomycetales (2037)	Undecaprenyl-diphosphatase (EC 3.6.1.27)
L2_144_5	860	5384	6244	L2_144	59322	+		Chlorobium/Pelodictyon group (274493)	COG0613, Predicted metal-dependent phosphoesterases (PHP family)
L2_144_6	794	6345	7139	L2_144	59322	+		Chlorobium (1091)	ABC-type transport system involved resistance to organic solvents, permease component
L2_144_7	734	7144	7878	L2_144	59322	+		Chlorobaculum tepidum (1097)	Methionine ABC transporter ATP-binding protein
L2_144_8	878	7900	8778	L2_144	59322	+		Chlorobium ferrooxidans (84205)	VpsC protein
L2_144_9	1145	8793	9938	L2_144	59322	+		Chlorobium ferrooxidans (84205)	Beta-lactamase class C other penicillin binding proteins
L2_144_10	1931	10152	12083	L2_144	59322	-		Chlorobium ferrooxidans (84205)	Phytoene desaturase (EC 1.14.99.-)
L2_144_11	968	12180	13148	L2_144	59322	+		Chlorobium ferrooxidans (84205)	Epoxyqueuosine (oQ) reductase QueG
L2_144_12	962	13255	14217	L2_144	59322	-		Pseudomonas (286)	COG0715: ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
L2_144_13	575	14319	14894	L2_144	59322	-		Chlorobium ferrooxidans (84205)	DNA-invertase from lambdoid prophage e14
L2_144_14	1577	15488	17065	L2_144	59322	-	2.1.2.3	Proteobacteria (1224)	Bifunctional purine biosynthesis protein purH OS Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 J-10-fl) GN PE 3 SV 1 # UNIPROT A9WEK8 IMPCYCLOHYDROLASE-RXN 2.1.2.3 3.5.4.10
L2_144_15	1310	17189	18499	L2_144	59322	-		Chlorobium ferrooxidans (84205)	NADPH-dependent FMN reductase
L2_144_16	689	18503	19192	L2_144	59322	-		Chlorobium ferrooxidans (84205)	Transcriptional regulator, TetR family
L2_144_17	1091	19534	20625	L2_144	59322	-		Clostridium (1485)	Alpha/beta hydrolase fold precursor
L2_144_18	644	20833	21477	L2_144	59322	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_144_19	149	21500	21649	L2_144	59322	-		root (1)	hypothetical protein
L2_144_20	869	21898	22767	L2_144	59322	+		Proteobacteria (1224)	ATP-binding region, ATPase-like
L2_144_21	359	22788	23147	L2_144	59322	+		Pelodictyon phaeoclathratiforme (34090)	FIG00859528:
L2_144_22	551	23137	23688	L2_144	59322	+		Chromatiales (135613)	PilT protein domain
L2_144_23	602	23762	24364	L2_144	59322	+	2.1.2.2	Chlorobaculum tepidum (1097)	Phosphoribosylglycinamide formyltransferase, chloroplastic OS Vigna unguiculata GN PUR3 PE 2 SV # UNIPROT P52423 GART-RXN 2.1.2.2
L2_144_24	674	24361	25035	L2_144	59322	+		Chlorobium ferrooxidans (84205)	Queuosine Biosynthesis QueE Radical SAM
L2_144_25	992	25312	26304	L2_144	59322	+		Bacteroidetes (976)	Glycosyl transferase, family 2
L2_144_26	920	26431	27351	L2_144	59322	+	3.1.21.2	Bacteria (2)	Endonuclease IV (EC 3.1.21.2)
L2_144_27	881	27549	28430	L2_144	59322	-		Chlorobium ferrooxidans (84205)	Cell division protein FtsX
L2_144_28	524	28848	29372	L2_144	59322	-		Chlorobium/Pelodictyon group (274493)	FIG00497252:
L2_144_29	1493	29609	31102	L2_144	59322	+	2.4.2.14	Bacteria (2)	Amidophosphoribosyltransferase (EC 2.4.2.14)
L2_144_30	434	31211	31645	L2_144	59322	-		Chlorobium/Pelodictyon group (274493)	DnaK suppressor protein, putative
L2_144_31	3257	31708	34965	L2_144	59322	-	6.1.1.5	Bacteria (2)	Isoleucyl-tRNA synthetase OS Chlorobium tepidum GN ileS PE 3 SV 1 # UNIPROT Q8KFL5 ISOLEUCINE--TRNA-LIGASE-RXN 6.1.1.5
L2_144_32	215	35288	35503	L2_144	59322	-		Chlorobium limicola (1092)	FIG00496120:
L2_144_33	1415	35619	37034	L2_144	59322	-	2.7.7.13	Proteobacteria (1224)	Alginate biosynthesis protein AlgA OS Pseudomonas putida (strain KT2440) GN algA PE 3 SV 1 # UNIPROT Q88ND5 MANNPISOM-RXN 2.7.7.13 5.3.1.8
L2_144_34	980	37053	38033	L2_144	59322	-	5.1.3.2	Leptospira (171)	UDP-glucose 4-epimerase OS Bacillus halodurans GN galE PE 3 SV 1 # UNIPROT Q9KDV3 UDPGLUCEPIM-RXN BHAL272558:BH1108-MONOMER 5.1.3.2
L2_144_35	1049	38067	39116	L2_144	59322	-	4.2.1.46	Bacteroidetes (976)	dTDP-glucose 4,6-dehydratase 1 OS Escherichia coli (strain K12) GN rfbB PE 3 SV 2 # UNIPROT P37759 DTDPGLUCDEHYDRAT-RXN MetaCyc:DTDPGLUCDEHYDRAT-MONOMER 4.2.1.46
L2_144_36	872	39143	40015	L2_144	59322	-	1.1.1.133	Bacteria (2)	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
L2_144_37	428	40065	40493	L2_144	59322	-		Pelodictyon phaeoclathratiforme (34090)	FIG00495911:
L2_144_38	506	40558	41064	L2_144	59322	-		Pelodictyon phaeoclathratiforme (34090)	FIG00496777:
L2_144_39	824	41078	41902	L2_144	59322	-		Chlorobium ferrooxidans (84205)	oxidoreductase, short-chain dehydrogenase/reductase family
L2_144_40	1301	41926	43227	L2_144	59322	-		Chlorobaculum tepidum (1097)	similar to ribulose-1,5-bisphosphate carboxylase, Type III
L2_144_41	881	43359	44240	L2_144	59322	-		Escherichia coli (562)	Autoinducer 2 (AI-2) aldolase LsrF (EC 4.2.1.-)
L2_144_42	2117	44297	46414	L2_144	59322	-		Alphaproteobacteria (28211)	Putative oxidoreductase
L2_144_43	218	46496	46714	L2_144	59322	-		Chlorobium/Pelodictyon group (274493)	FIG00496334:
L2_144_44	473	46756	47229	L2_144	59322	-		Chlorobium ferrooxidans (84205)	2-vinyl bacteriochlorophyllide hydratase BchF (EC 4.2.1.-)
L2_144_45	560	47528	48088	L2_144	59322	+		Chlorobium ferrooxidans (84205)	Regulatory protein RecX
L2_144_46	719	48070	48789	L2_144	59322	-	2.7.4.22	Bacteria (2)	Uridylate kinase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN pyrH PE 3 SV 1 # UNIPROT P74457 2.7.4.22-RXN SSP1148:SLL0144-MONOMER 2.7.4.22
L2_144_47	866	48878	49744	L2_144	59322	-		Chlorobium/Pelodictyon group (274493)	Translation elongation factor Ts
L2_144_48	755	49780	50535	L2_144	59322	-		Bacteria (2)	SSU ribosomal protein S2p (SAe)
L2_144_49	389	50703	51092	L2_144	59322	-		Bacteroidetes (976)	SSU ribosomal protein S9p (S16e)
L2_144_50	449	51110	51559	L2_144	59322	-		Bacteria (2)	LSU ribosomal protein L13p (L13Ae)
L2_144_51	1313	51711	53024	L2_144	59322	+		Bacteroidetes (976)	GTP-binding protein EngA
L2_144_52	1106	53099	54205	L2_144	59322	+		Bacteria (2)	Cytosolic Fe-S cluster assembling factor NBP35 / Chromosome (plasmid) partitioning protein ParA
L2_144_53	260	54322	54582	L2_144	59322	+		Cyclobacteriaceae (563798)	NifU-like domain protein
L2_144_54	2429	54741	57170	L2_144	59322	-		Chlorobium/Pelodictyon group (274493)	Cell division protein FtsK
L2_144_55	1097	57207	58304	L2_144	59322	-	2.1.2.10	Bacteria (2)	Aminomethyltransferase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN gcvT PE 3 SV 1 # UNIPROT B3QV24 GCVT-RXN 2.1.2.10
L2_144_tRNA	73	28675	28747	L2_144	59322	+		root (1)	tRNA-Ala
L2_145_0	128	1	129	L2_145	18472	+		root (1)	hypothetical protein
L2_145_1	392	220	612	L2_145	18472	+		Oscillatoriophycideae (1301283)	FIG00559246:
L2_145_2	113	609	722	L2_145	18472	+		root (1)	hypothetical protein
L2_145_3	830	709	1539	L2_145	18472	+		Kineosphaera limosa (111564)	ThiJ/PfpI domain protein
L2_145_4	1706	1529	3235	L2_145	18472	+	4.1.1.7	Cyanobacteria (1117)	probable benzoylformate decarboxylase (EC 4.1.1.7)
L2_145_5	566	3308	3874	L2_145	18472	+		Bacteria (2)	ThiJ/PfpI domain protein
L2_145_6	422	3890	4312	L2_145	18472	+		Cyanobacteria (1117)	COG0346: Lactoylglutathione lyase related lyases
L2_145_7	2099	4305	6404	L2_145	18472	+		Gloeocapsa sp. PCC 73106 (102232)	Glycogen debranching enzyme (EC 3.2.1.-)
L2_145_8	2168	6408	8576	L2_145	18472	+		Bacteria (2)	FIG01132818:
L2_145_9	779	8612	9391	L2_145	18472	+		Chlorobium (1091)	hypothetical protein
L2_145_10	1334	9543	10877	L2_145	18472	+		root (1)	hypothetical protein
L2_145_11	794	11075	11869	L2_145	18472	+		Proteobacteria (1224)	extracellular solute-binding protein, family 3
L2_145_12	1319	11866	13185	L2_145	18472	+		root (1)	hypothetical protein
L2_145_13	698	13253	13951	L2_145	18472	+	4.2.1.1	Chlorobium (1091)	Carbonic anhydrase (EC 4.2.1.1)
L2_145_14	986	14366	15352	L2_145	18472	+		Chlorobiaceae (191412)	permease
L2_145_15	1667	15277	16944	L2_145	18472	-	4.1.1.7	Cyanobacteria (1117)	probable benzoylformate decarboxylase (EC 4.1.1.7)
L2_145_16	830	16934	17764	L2_145	18472	-		Kineosphaera limosa (111564)	ThiJ/PfpI domain protein
L2_145_17	113	17751	17864	L2_145	18472	-		root (1)	hypothetical protein
L2_145_18	392	17861	18253	L2_145	18472	-		Oscillatoriophycideae (1301283)	FIG00559246:
L2_145_19	128	18344	18472	L2_145	18472	-		root (1)	hypothetical protein
L2_146_0	755	1	756	L2_146	14697	-		Chlorobium/Pelodictyon group (274493)	FIG00498400:
L2_146_1	635	870	1505	L2_146	14697	+		Chlorobium ferrooxidans (84205)	Histone acetyltransferase HPA2 related acetyltransferases
L2_146_2	1067	1502	2569	L2_146	14697	+		Chlorobium ferrooxidans (84205)	Putative metal chaperone, involved Zn homeostasis, GTPase COG0523 family
L2_146_3	1250	2684	3934	L2_146	14697	-		Chlorobium ferrooxidans (84205)	Lipoprotein releasing system transmembrane protein LolC
L2_146_4	1271	4016	5287	L2_146	14697	-		Chlorobium ferrooxidans (84205)	Lipoprotein releasing system transmembrane protein LolC
L2_146_5	1292	5284	6576	L2_146	14697	-		Chlorobium/Pelodictyon group (274493)	GGDEF domain protein
L2_146_6	899	6727	7626	L2_146	14697	-		Chlorobium ferrooxidans (84205)	phosphate-binding protein, putative
L2_146_7	143	7733	7876	L2_146	14697	+		root (1)	hypothetical protein
L2_146_8	1031	7857	8888	L2_146	14697	+	1.2.1.38	Chlorobium ferrooxidans (84205)	N-acetyl-gamma-glutamyl-phosphate reductase OS Chlorobium tepidum GN argC PE 3 SV 1 # UNIPROT Q8KDE3 N-ACETYLGLUTPREDUCT-RXN 1.2.1.38
L2_146_9	1283	8912	10195	L2_146	14697	+	2.3.1.35	Chlorobium ferrooxidans (84205)	Arginine biosynthesis bifunctional protein ArgJ OS Chlorobium chlorochromatii (strain CaD3) GN argJ PE 3 SV 1 # UNIPROT Q3ASI6 N-ACETYLTRANSFER-RXN 2.3.1.35 2.3.1.1
L2_146_10	920	10229	11149	L2_146	14697	+	2.7.2.8	Bacteria (2)	Acetylglutamate kinase OS Clostridium thermocellum (strain ATCC 27405 / DSM 1237) GN argB PE 3 SV 1 # UNIPROT A3DGK6 ACETYLGLUTKIN-RXN 2.7.2.8
L2_146_11	1016	11149	12165	L2_146	14697	+	2.1.3.3	Bacteria (2)	Ornithine carbamoyltransferase, chloroplastic OS Pisum sativum GN ARGF PE 2 SV 1 # UNIPROT Q43814 ORNCARBAMTRANSFER-RXN 2.1.3.3
L2_146_12	446	12179	12625	L2_146	14697	+		Chlorobium/Pelodictyon group (274493)	Arginine pathway regulatory protein ArgR, repressor arg regulon
L2_146_13	1202	12642	13844	L2_146	14697	+	6.3.4.5	Firmicutes (1239)	Argininosuccinate synthase OS Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 JCM 11484 NBRC 15589 NCIMB 2235) GN argG PE 3 SV 1 # UNIPROT A9WQ90 ARGSUCCINSYN-RXN 6.3.4.5
L2_146_14	398	14238	14636	L2_146	14697	+		Chlorobium ferrooxidans (84205)	Chromosomal replication initiator protein DnaA
L2_147_0	755	1	756	L2_147	6271	-		Chlorobium/Pelodictyon group (274493)	FIG00498400:
L2_147_1	1109	983	2092	L2_147	6271	+	2.5.1.62	Chlorobium ferrooxidans (84205)	Chlorophyll synthase ChlG (EC 2.5.1.62)
L2_147_2	629	2089	2718	L2_147	6271	+		Cyanobacteria (1117)	Glycosyl transferase, family 2
L2_147_3	539	2724	3263	L2_147	6271	+		Bacteria (2)	5.2 Protein unknown function similar to proteins from other organisms
L2_147_4	488	3202	3690	L2_147	6271	+		root (1)	hypothetical protein
L2_147_5	1004	4022	5026	L2_147	6271	-	1.8.4.12	Chlorobium ferrooxidans (84205)	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) / MsrA 1.8.4.11)
L2_147_6	236	5260	5496	L2_147	6271	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_147_7	260	5856	6116	L2_147	6271	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L2_147_tRNA	74	5663	5736	L2_147	6271	+		root (1)	tRNA-Val
L2_140_0	3287	1	3288	L2_140	4568	+		Chlorobium ferrooxidans (84205)	Haemagluttinin:Filamentous haemagglutinin-like
