ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
gridtest_137_33	1019	35654	36673	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_34	1082	36692	37774	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_35	413	37940	38353	gridtest_137	61757	+	3.5.4.19	root	Phosphoribosyl-AMP cyclohydrolase OS Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 NCIMB 13768) GN hisI PE 3 SV 1 # UNIPROT Q1QWC3 HISTCYCLOHYD-RXN 3.5.4.19
gridtest_137_36	749	38337	39086	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_37	389	39092	39481	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_38	626	39484	40110	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_39	2024	40129	42153	gridtest_137	61757	-		root	COG0272 # L Replication, recombination repair Function: NAD-dependent DNA ligase (contains BRCT domain type II) Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_137_40	1538	42167	43705	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_41	725	43735	44460	gridtest_137	61757	-		root	COG1136 # V Defense mechanisms Function: ABC-type antimicrobial peptide transport system, ATPase component Organism: Escherichia coli O157:H7 (Ecs)
gridtest_137_42	707	44797	45504	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_43	275	45618	45893	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_44	401	45916	46317	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_45	389	46301	46690	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_46	3506	46903	50409	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_47	1262	50514	51776	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_48	545	51812	52357	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_49	1130	52532	53662	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_50	1520	53967	55487	gridtest_137	61757	-	6.1.1.17	root	Glutamyl-tRNA synthetase OS Porphyromonas gingivalis (strain ATCC 33277 / DSM 20709 JCM 12257) GN gltX PE 3 SV 1 # UNIPROT B2RI67 GLURS-RXN 6.1.1.17
gridtest_137_51	1985	55738	57723	gridtest_137	61757	+		root	COG0465 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent Zn proteases Organism: Escherichia coli O157:H7 EDL933 (EcZ)
gridtest_137_52	365	57759	58124	gridtest_137	61757	+		root	COG0730 # R General function prediction only Function: Predicted permeases Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_137_53	308	58161	58469	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_54	533	58812	59345	gridtest_137	61757	-	2.4.2.7	root	Adenine phosphoribosyltransferase OS Paracoccus denitrificans (strain Pd 1222) GN apt PE 3 SV 1 # UNIPROT A1B843 ADENPRIBOSYLTRAN-RXN 2.4.2.7
gridtest_137_55	1370	59405	60775	gridtest_137	61757	-		root	hypothetical protein
gridtest_137_56	755	61002	61757	gridtest_137	61757	+		root	hypothetical protein
gridtest_137_tRNA	73	53880	53808	gridtest_137	61757	-		root	tRNA-Phe
gridtest_83_0	485	201	686	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_1	476	891	1367	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_2	800	1545	2345	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_3	1403	2501	3904	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_4	554	4222	4776	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_5	566	4866	5432	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_6	752	5438	6190	gridtest_83	44807	-		root	COG0217 # S Function unknown Function: Uncharacterized conserved protein Organism: Neisseria meningitidis MC58 (Nme)
gridtest_83_7	842	6423	7265	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_8	2837	7262	10099	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_9	761	10181	10942	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_10	227	10963	11190	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_11	218	11621	11839	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_12	146	12014	12160	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_13	1238	12203	13441	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_14	665	13490	14155	gridtest_83	44807	+	5.1.3.1	root	Ribulose-phosphate 3-epimerase OS Rhodospirillum rubrum GN cbbE PE 3 SV 2 # UNIPROT P51013 RIBULP3EPIM-RXN 5.1.3.1
gridtest_83_15	776	14136	14912	gridtest_83	44807	-	4.1.1.48	root	Indole-3-glycerol phosphate synthase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN trpC PE 3 SV 1 # UNIPROT B3QZD6 IGPSYN-RXN 4.1.1.48
gridtest_83_16	1478	14918	16396	gridtest_83	44807	-	6.3.5.5	root	Carbamoyl-phosphate synthase large chain OS Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 P-2) GN carB PE 3 SV 1 # UNIPROT B9KXM5 CARBPSYN-RXN 6.3.5.5
gridtest_83_17	431	16549	16980	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_18	1364	17148	18512	gridtest_83	44807	-	6.3.4.13	root	Phosphoribosylamine--glycine ligase OS Nostoc sp. (strain PCC 7120 / UTEX 2576) GN purD PE 3 SV 1 # UNIPROT Q8YRD8 GLYRIBONUCSYN-RXN NSP103690:ALR3510-MONOMER 6.3.4.13
gridtest_83_19	617	18581	19198	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_20	1067	19191	20258	gridtest_83	44807	+	2.7.1.130	root	Tetraacyldisaccharide 4'-kinase OS Chlorobaculum parvum (strain NCIB 8327) GN lpxK PE 3 SV 1 # UNIPROT B3QLP5 TETRAACYLDISACC4KIN-RXN 2.7.1.130
gridtest_83_21	542	20525	21067	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_22	488	21179	21667	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_23	656	21820	22476	gridtest_83	44807	+		root	COG3155 # Q Secondary metabolites biosynthesis, transport catabolism Function: Uncharacterized protein involved early stage isoprenoid biosynthesis Organism: Escherichia coli O157:H7 EDL933 (EcZ)
gridtest_83_24	425	22579	23004	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_25	251	23001	23252	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_26	851	23414	24265	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_27	2735	24434	27169	gridtest_83	44807	+	2.7.9.1	root	Pyruvate, phosphate dikinase 1, chloroplastic OS Arabidopsis thaliana GN PPDK PE 1 SV 2 # UNIPROT O23404 PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN 2.7.9.1
gridtest_83_28	185	27422	27607	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_29	2843	27767	30610	gridtest_83	44807	+		root	COG0178 # L Replication, recombination repair Function: Excinuclease ATPase subunit Organism: Ralstonia solanacearum (Rso)
gridtest_83_30	251	30784	31035	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_31	218	31025	31243	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_32	422	31540	31962	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_33	227	31959	32186	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_34	281	32591	32872	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_35	281	32854	33135	gridtest_83	44807	+		root	hypothetical protein
gridtest_83_36	1241	33232	34473	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_37	584	34693	35277	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_38	563	35507	36070	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_39	266	36279	36545	gridtest_83	44807	-		root	NULL # R General function prediction only Function: Predicted nucleic acid-binding protein, contains PIN domain Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_83_40	749	37038	37787	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_41	1415	37954	39369	gridtest_83	44807	-	2.7.7.13	root	Alginate biosynthesis protein AlgA OS Pseudomonas putida (strain KT2440) GN algA PE 3 SV 1 # UNIPROT Q88ND5 MANNPISOM-RXN 2.7.7.13 5.3.1.8
gridtest_83_42	593	39480	40073	gridtest_83	44807	-	5.1.3.13	root	dTDP-4-dehydrorhamnose 3,5-epimerase OS Escherichia coli (strain K12) GN rfbC PE 1 SV # UNIPROT P37745 DTDPDEHYDRHAMEPIM-RXN MetaCyc:DTDPDEHYDRHAMEPIM-MONOMER 5.1.3.13
gridtest_83_43	881	40218	41099	gridtest_83	44807	-	2.7.7.24	root	Glucose-1-phosphate thymidylyltransferase OS Xanthomonas campestris pv. (strain B100) GN rmlA PE 3 SV 1 # UNIPROT B0RVK9 DTDPGLUCOSEPP-RXN 2.7.7.24
gridtest_83_44	1247	41329	42576	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_45	335	42569	42904	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_46	1265	43255	44520	gridtest_83	44807	-		root	hypothetical protein
gridtest_83_tRNA	153	37011	36859	gridtest_83	44807	-		root	tRNA-Phe
gridtest_84_0	281	1	282	gridtest_84	355	+		root	hypothetical protein
gridtest_85_0	155	271	426	gridtest_85	437	+		root	hypothetical protein
gridtest_86_0	674	396	1070	gridtest_86	15652	+		root	hypothetical protein
gridtest_86_1	1133	1171	2304	gridtest_86	15652	-		root	hypothetical protein
gridtest_86_2	1058	2323	3381	gridtest_86	15652	-	2.5.1.54	root	Phospho-2-dehydro-3-deoxyheptonate aldolase OS Haemophilus influenzae (strain ATCC 51907 / DSM 11121 KW20 Rd) GN aroG PE 3 SV 1 # UNIPROT P44303 DAHPSYN-RXN 2.5.1.54
gridtest_86_3	1580	3662	5242	gridtest_86	15652	+	1.1.1.95	root	D-3-phosphoglycerate dehydrogenase OS Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 DSM 4304 JCM 9628 NBRC 100126) GN serA PE 3 SV 1 # UNIPROT O29445 PGLYCDEHYDROG-RXN 1.1.1.95
gridtest_86_4	1184	5340	6524	gridtest_86	15652	-		root	COG0003 # P Inorganic ion transport metabolism Function: Oxyanion-translocating ATPase Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_86_5	1655	6705	8360	gridtest_86	15652	-		root	hypothetical protein
gridtest_86_6	734	8740	9474	gridtest_86	15652	-		root	hypothetical protein
gridtest_86_7	458	9471	9929	gridtest_86	15652	-		root	COG1970 # M Cell wall/membrane/envelope biogenesis Function: Large-conductance mechanosensitive channel Organism: Escherichia coli O157:H7 EDL933 (EcZ)
gridtest_86_8	1913	10158	12071	gridtest_86	15652	+		root	hypothetical protein
gridtest_86_9	911	12136	13047	gridtest_86	15652	+		root	hypothetical protein
gridtest_86_10	1763	13193	14956	gridtest_86	15652	+		root	hypothetical protein
gridtest_86_11	578	14962	15540	gridtest_86	15652	+		root	COG0424 # D Cell cycle control, cell division, chromosome partitioning Function: Nucleotide-binding protein implicated inhibition septum formation Organism: Bacillus halodurans (Bha)
gridtest_87_0	203	165	368	gridtest_87	1238	+		root	hypothetical protein
gridtest_87_1	533	703	1236	gridtest_87	1238	-		root	hypothetical protein
gridtest_88_0	2375	185	2560	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_1	683	2895	3578	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_2	476	3583	4059	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_3	1931	4038	5969	gridtest_88	52816	-	2.2.1.7	root	1-deoxy-D-xylulose-5-phosphate synthase OS Bacteroides fragilis (strain ATCC 25285 / NCTC 9343) GN dxs PE 3 SV 1 # UNIPROT Q5LH44 DXS-RXN BFRA272559:BF0796-MONOMER 2.2.1.7
gridtest_88_4	458	6063	6521	gridtest_88	52816	-		root	COG0432 # S Function unknown Function: Uncharacterized conserved protein Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_88_5	1454	6518	7972	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_6	2153	8379	10532	gridtest_88	52816	+		root	COG0210 # L Replication, recombination repair Function: Superfamily I DNA RNA helicases Organism: Staphylococcus aureus N315 (Sau)
gridtest_88_7	1037	10581	11618	gridtest_88	52816	+		root	COG1819 # GC Function: Glycosyl transferases, related to UDP-glucuronosyltransferase Organism: Vibrio cholerae (Vch)
gridtest_88_8	581	11765	12346	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_9	584	12366	12950	gridtest_88	52816	+		root	COG2360 # O Posttranslational modification, protein turnover, chaperones Function: Leu/Phe-tRNA-protein transferase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)
gridtest_88_10	1301	13047	14348	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_11	953	14488	15441	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_12	2225	15801	18026	gridtest_88	52816	+	1.1.1.42	root	Isocitrate dehydrogenase 2 OS Colwellia maris GN icd2 PE 1 SV 3 # UNIPROT P41561 ISOCITDEH-RXN 1.1.1.42
gridtest_88_13	608	18088	18696	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_14	947	18946	19893	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_15	869	20032	20901	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_16	833	20947	21780	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_17	887	21762	22649	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_18	956	22677	23633	gridtest_88	52816	+	2.5.1.47	root	Cysteine synthase, plasmid OS Synechococcus elongatus (strain PCC 7942) GN srpG PE 3 SV 1 # UNIPROT Q59966 ACSERLY-RXN 2.5.1.47
gridtest_88_19	884	23649	24533	gridtest_88	52816	-		root	COG1741 # R General function prediction only Function: Pirin-related protein Organism: Methanosarcina acetivorans str.C2A (Mac)
gridtest_88_20	827	24698	25525	gridtest_88	52816	+		root	COG1692 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Listeria innocua (Lin)
gridtest_88_21	1001	25682	26683	gridtest_88	52816	-	3.1.3.11	root	Fructose-1,6-bisphosphatase class 1 OS Desulfovibrio salexigens (strain ATCC 14822 / DSM 2638 NCIB 8403 VKM B-1763) GN fbp PE 3 SV # UNIPROT C6BTU7 F16BDEPHOS-RXN 3.1.3.11
gridtest_88_22	1718	26869	28587	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_23	893	28783	29676	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_24	932	29663	30595	gridtest_88	52816	-		root	COG0463 # M Cell wall/membrane/envelope biogenesis Function: Glycosyltransferases involved cell wall Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_88_25	1547	30608	32155	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_26	623	32130	32753	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_27	932	32916	33848	gridtest_88	52816	+		root	COG1230 # P Inorganic ion transport metabolism Function: Co/Zn/Cd efflux system component Organism: Methanosarcina acetivorans str.C2A (Mac)
gridtest_88_28	521	34203	34724	gridtest_88	52816	+		root	COG3040 # M Cell wall/membrane/envelope biogenesis Function: Bacterial lipocalin Organism: Salmonella typhimurium LT2 (Sty)
gridtest_88_29	113	34827	34940	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_30	290	35170	35460	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_31	1721	35561	37282	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_32	1739	37279	39018	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_33	995	39110	40105	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_34	1355	40126	41481	gridtest_88	52816	-		root	COG1271 # C Energy production conversion Function: Cytochrome bd-type quinol oxidase, subunit 1 Organism: Mycobacterium tuberculosis H37Rv (Mtu)
gridtest_88_35	1232	41780	43012	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_36	1286	43138	44424	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_37	416	44561	44977	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_38	125	45231	45356	gridtest_88	52816	+		root	hypothetical protein
gridtest_88_39	272	45293	45565	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_40	182	46126	46308	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_41	2426	46322	48748	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_42	428	48735	49163	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_43	440	49142	49582	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_44	1067	49579	50646	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_45	461	50707	51168	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_46	143	51211	51354	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_47	671	51351	52022	gridtest_88	52816	-		root	hypothetical protein
gridtest_88_48	761	52053	52814	gridtest_88	52816	-	1.9.3.1	root	Cytochrome c oxidase subunit 1 homolog OS Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 ORS 571) GN fixN PE 3 SV # UNIPROT P98056 CYTOCHROME-C-OXIDASE-RXN 1.9.3.1
gridtest_89_0	1397	76	1473	gridtest_89	3135	-		root	hypothetical protein
gridtest_89_1	287	1861	2148	gridtest_89	3135	+		root	hypothetical protein
gridtest_89_2	839	2172	3011	gridtest_89	3135	+		root	hypothetical protein
gridtest_107_0	194	2	196	gridtest_107	196	-		root	hypothetical protein
gridtest_139_0	1049	59	1108	gridtest_139	6678	-	2.8.4.2	root	Arsenite efflux pump ACR3 or related permease OS Corynebacterium glutamicum GN arsC2 PE 4 SV 1 # UNIPROT Q6M576 RXN-11187 MetaCyc:MONOMER-15361 2.8.4.2
gridtest_139_1	428	1111	1539	gridtest_139	6678	-		root	COG0394 # T Signal transduction mechanisms Function: Protein-tyrosine-phosphatase Organism: Aquifex aeolicus (Aae)
gridtest_139_2	1061	1942	3003	gridtest_139	6678	-		root	COG0701 # R General function prediction only Function: Predicted permeases Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_139_3	299	3039	3338	gridtest_139	6678	-		root	hypothetical protein
gridtest_139_4	335	3534	3869	gridtest_139	6678	-		root	hypothetical protein
gridtest_139_5	155	4135	4290	gridtest_139	6678	+		root	hypothetical protein
gridtest_139_6	197	4293	4490	gridtest_139	6678	+		root	hypothetical protein
gridtest_139_7	1217	4597	5814	gridtest_139	6678	+		root	hypothetical protein
gridtest_139_8	764	5912	6676	gridtest_139	6678	+		root	hypothetical protein
gridtest_138_0	185	113	298	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_1	737	282	1019	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_2	896	1052	1948	gridtest_138	76289	+		root	NULL # L Replication, recombination repair Function: Type IIA topoisomerase (DNA gyrase/topo II, IV), A subunit Organism: Thermotoga maritima (Tma)
gridtest_138_3	329	2288	2617	gridtest_138	76289	+	1.8.1.9	root	Bifunctional thioredoxin reductase/thioredoxin OS Mycobacterium leprae GN trxB/A PE 3 SV 1 # UNIPROT P46843 THIOREDOXIN-REDUCT-NADPH-RXN MLEP272631:ML2703-MONOMER 1.8.1.9
gridtest_138_4	944	2667	3611	gridtest_138	76289	+	1.8.1.9	root	Bifunctional thioredoxin reductase/thioredoxin OS Mycobacterium leprae GN trxB/A PE 3 SV 1 # UNIPROT P46843 THIOREDOXIN-REDUCT-NADPH-RXN MLEP272631:ML2703-MONOMER 1.8.1.9
gridtest_138_5	419	3895	4314	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_6	1640	4385	6025	gridtest_138	76289	-		root	Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase OS Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 SB1003) GN bchE PE 3 SV 1 # UNIPROT P26168 RXN-8799 MetaCyc:MONOMER-13265 NIL
gridtest_138_7	698	6173	6871	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_8	3830	6926	10756	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_9	413	10887	11300	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_10	3803	11688	15491	gridtest_138	76289	-	6.6.1.1	root	Magnesium-chelatase subunit H OS Chlorobaculum parvum (strain NCIB 8327) GN bchH PE 3 SV 2 # UNIPROT O50314 RXN1F-20 6.6.1.1
gridtest_138_11	2534	15640	18174	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_12	1202	18459	19661	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_13	992	19901	20893	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_14	1040	21019	22059	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_15	509	22189	22698	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_16	806	22773	23579	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_17	1232	23991	25223	gridtest_138	76289	+		root	COG0003 # P Inorganic ion transport metabolism Function: Oxyanion-translocating ATPase Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_138_18	419	25347	25766	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_19	242	25910	26152	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_20	1550	26429	27979	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_21	1154	28048	29202	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_22	506	29279	29785	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_23	377	29790	30167	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_24	875	30422	31297	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_25	362	31310	31672	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_26	1283	31781	33064	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_27	1265	33161	34426	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_28	989	34664	35653	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_29	1055	35691	36746	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_30	1043	36743	37786	gridtest_138	76289	+		root	COG0042 # J Translation, ribosomal structure biogenesis Function: tRNA-dihydrouridine synthase Organism: Bacillus halodurans (Bha)
gridtest_138_31	1022	37808	38830	gridtest_138	76289	+	1.2.1.11	root	Aspartate-semialdehyde dehydrogenase OS Rickettsia bellii (strain RML369-C) GN asd PE 3 SV 1 # UNIPROT Q1RIB3 ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN 1.2.1.11
gridtest_138_32	869	38981	39850	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_33	515	39850	40365	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_34	1151	40396	41547	gridtest_138	76289	-	5.1.1.1	root	Alanine racemase OS Chlorobium tepidum GN alr PE 3 SV 1 # UNIPROT Q8KB67 ALARACECAT-RXN 5.1.1.1
gridtest_138_35	1376	41789	43165	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_36	560	43380	43940	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_37	1301	44243	45544	gridtest_138	76289	+	2.5.1.19	root	3-phosphoshikimate 1-carboxyvinyltransferase OS Salinibacter ruber (strain DSM 13855 / M31) GN aroA PE 3 SV 1 # UNIPROT Q2S4R9 2.5.1.19-RXN 2.5.1.19
gridtest_138_38	794	45659	46453	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_39	323	46457	46780	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_40	191	47063	47254	gridtest_138	76289	+		root	hypothetical protein
gridtest_138_41	1445	47323	48768	gridtest_138	76289	-		root	hypothetical protein
gridtest_138_42	272	48960	49232	gridtest_138	76289	-		root	COG0724 # R General function prediction only Function: RNA-binding proteins (RRM domain) Organism: Nostoc sp. PCC 7120 (Nos)
gridtest_138_43	1502	49420	50922	gridtest_138	76289	-		root	hypothetical protein
