#query	target	q_length	bitscore	bsr	expect	aln_length	identity	ec	product
L2_77_22	ybhF	225	642	0.511553784861	1.01e-75	224.0	53.0		COG1131 # Func_class: V Defense mechanisms # Function: ABC-type multidrug transport system, ATPase component # Organism: Escherichia coli K12 (Eco)
L2_77_22	STM0817	225	631	0.502788844622	2.64e-74	224.0	52.0		COG1131 # Func_class: V Defense mechanisms # Function: ABC-type multidrug transport system, ATPase component # Organism: Salmonella typhimurium LT2 (Sty)
L2_77_22	SMb21206	231	630	0.501992031873	3.56e-74	230.0	51.0		COG1131 # Func_class: V Defense mechanisms # Function: ABC-type multidrug transport system, ATPase component # Organism: Sinorhizobium meliloti (Sme)
L2_77_26	SP0753	231	626	0.545296167247	1.16e-73	233.0	53.0		COG0410 # Func_class: E Amino acid transport and metabolism # Function: ABC-type branched-chain amino acid transport systems, ATPase component # Organism: Streptococcus pneumoniae TIGR4 (Spn)
L2_77_26	TM1139	232	605	0.527003484321	5.88e-71	234.0	51.0		COG0410 # Func_class: E Amino acid transport and metabolism # Function: ABC-type branched-chain amino acid transport systems, ATPase component # Organism: Thermotoga maritima (Tma)
L2_77_26	DR1034	231	585	0.509581881533	2.21e-68	234.0	48.0		COG0410 # Func_class: E Amino acid transport and metabolism # Function: ABC-type branched-chain amino acid transport systems, ATPase component # Organism: Deinococcus radiodurans (Dra)
L2_77_26	FN1428	231	577	0.502613240418	2.36e-67	234.0	49.0		COG0410 # Func_class: E Amino acid transport and metabolism # Function: ABC-type branched-chain amino acid transport systems, ATPase component # Organism: Fusobacterium nucleatum (Fnu)
L2_77_26	STM3560	231	575	0.500871080139	4.27e-67	232.0	50.0		COG0410 # Func_class: E Amino acid transport and metabolism # Function: ABC-type branched-chain amino acid transport systems, ATPase component # Organism: Salmonella typhimurium LT2 (Sty)
L2_79_2	CAC0628	388	837	0.401246404602	8.05e-101	388.0	41.0		COG1914 # Func_class: P Inorganic ion transport and metabolism # Function: Mn2+ and Fe2+ transporters of the NRAMP family # Organism: Clostridium acetobutylicum (Cac)
L2_79_14	RSp0353	244	719	0.555212355212	1.24e-85	242.0	60.0		NULL # Func_class: N Cell motility # Function: Flagellin and related hook-associated proteins # Organism: Ralstonia solanacearum (Rso)
L2_78_1	STM3938	310	716	0.454891994917	3.03e-85	305.0	49.0		COG0181 # Func_class: H Coenzyme transport and metabolism # Function: Porphobilinogen deaminase # Organism: Salmonella typhimurium LT2 (Sty)
L2_78_1	ECs4735	310	698	0.443456162643	6.28e-83	305.0	48.0		COG0181 # Func_class: H Coenzyme transport and metabolism # Function: Porphobilinogen deaminase # Organism: Escherichia coli O157:H7 (Ecs)
L2_78_1	ZhemC	310	698	0.443456162643	6.28e-83	305.0	48.0		COG0181 # Func_class: H Coenzyme transport and metabolism # Function: Porphobilinogen deaminase # Organism: Escherichia coli O157:H7 EDL933 (EcZ)
L2_78_1	hemC	310	694	0.440914866582	2.06e-82	305.0	48.0		COG0181 # Func_class: H Coenzyme transport and metabolism # Function: Porphobilinogen deaminase # Organism: Escherichia coli K12 (Eco)
L2_78_1	VC0120	304	688	0.43710292249	1.22e-81	299.0	47.0		COG0181 # Func_class: H Coenzyme transport and metabolism # Function: Porphobilinogen deaminase # Organism: Vibrio cholerae (Vch)
L2_79_12	MTH711	123	339	0.429113924051	7.66e-35	125.0	48.0		COG0229 # Func_class: O Posttranslational modification, protein turnover, chaperones # Function: Conserved domain frequently associated with peptide methionine sulfoxide reductase # Organism: Methanothermobacter thermautotrophicus (Mth)
L2_79_12	RSc1747	118	316	0.4	2.3e-31	120.0	46.0		COG0229 # Func_class: O Posttranslational modification, protein turnover, chaperones # Function: Conserved domain frequently associated with peptide methionine sulfoxide reductase # Organism: Ralstonia solanacearum (Rso)
L2_78_6	BMEI0801	514	1622	0.617199391172	7.21e-202	506.0	60.0		COG4799 # Func_class: I Lipid transport and metabolism # Function: Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) # Organism: Brucella melitensis (Bme)
L2_78_6	RC0960	507	1601	0.609208523592	3.64e-199	499.0	61.0		COG4799 # Func_class: I Lipid transport and metabolism # Function: Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) # Organism: Rickettsia conorii (Rco)
L2_78_6	SMb20755	514	1581	0.601598173516	1.37e-196	506.0	59.0		COG4799 # Func_class: I Lipid transport and metabolism # Function: Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) # Organism: Sinorhizobium meliloti (Sme)
L2_78_6	AF2217	514	1579	0.600837138508	2.47e-196	511.0	57.0		COG4799 # Func_class: I Lipid transport and metabolism # Function: Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) # Organism: Archaeoglobus fulgidus (Afu)
L2_78_6	RP619	511	1579	0.600837138508	2.47e-196	504.0	60.0		COG4799 # Func_class: I Lipid transport and metabolism # Function: Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) # Organism: Rickettsia prowazekii (Rpr)
L2_78_9	FN0201	372	1012	0.538011695906	2.39e-123	362.0	54.0		COG1883 # Func_class: C Energy production and conversion # Function: Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit # Organism: Fusobacterium nucleatum (Fnu)
L2_78_9	VC0551	378	978	0.519936204147	5.7e-119	375.0	53.0		COG1883 # Func_class: C Energy production and conversion # Function: Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit # Organism: Vibrio cholerae (Vch)
L2_78_9	AF2084	360	976	0.518872939926	1.03e-118	351.0	55.0		COG1883 # Func_class: C Energy production and conversion # Function: Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit # Organism: Archaeoglobus fulgidus (Afu)
L2_78_9	TM0880	378	959	0.509835194046	1.59e-116	370.0	50.0		COG1883 # Func_class: C Energy production and conversion # Function: Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit # Organism: Thermotoga maritima (Tma)
L2_78_9	SPy1177	377	932	0.49548112706	4.75e-113	373.0	48.0		COG1883 # Func_class: C Energy production and conversion # Function: Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit # Organism: Streptococcus pyogenes M1 GAS (Spy)
L2_144_12	PA3449	290	740	0.455665024631	2.46e-88	289.0	47.0		COG0715 # Func_class: P Inorganic ion transport and metabolism # Function: ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components # Organism: Pseudomonas aeruginosa (Pae)
L2_144_2	ECs3430	234	625	0.533731853117	1.57e-73	233.0	53.0		COG0854 # Func_class: H Coenzyme transport and metabolism # Function: Pyridoxal phosphate biosynthesis protein # Organism: Escherichia coli O157:H7 (Ecs)
L2_144_2	pdxJ	234	625	0.533731853117	1.57e-73	233.0	53.0		COG0854 # Func_class: H Coenzyme transport and metabolism # Function: Pyridoxal phosphate biosynthesis protein # Organism: Escherichia coli K12 (Eco)
L2_144_2	ZpdxJ	234	620	0.529461998292	6.89e-73	233.0	53.0		COG0854 # Func_class: H Coenzyme transport and metabolism # Function: Pyridoxal phosphate biosynthesis protein # Organism: Escherichia coli O157:H7 EDL933 (EcZ)
L2_144_2	STM2578	234	612	0.522630230572	7.38e-72	233.0	52.0		COG0854 # Func_class: H Coenzyme transport and metabolism # Function: Pyridoxal phosphate biosynthesis protein # Organism: Salmonella typhimurium LT2 (Sty)
L2_144_2	aq_1423	237	596	0.508966695132	8.47e-70	241.0	49.0		COG0854 # Func_class: H Coenzyme transport and metabolism # Function: Pyridoxal phosphate biosynthesis protein # Organism: Aquifex aeolicus (Aae)
L2_144_31	CAC3038	1051	2372	0.416140350877	2.07e-298	1009.0	45.0		COG0060 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Isoleucyl-tRNA synthetase # Organism: Clostridium acetobutylicum (Cac)
L2_144_14	RSc0504	522	1311	0.496214988645	7.78e-162	524.0	52.0		COG0138 # Func_class: F Nucleotide transport and metabolism # Function: AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful) # Organism: Ralstonia solanacearum (Rso)
L2_144_14	PA4854	521	1298	0.491294473883	3.67e-160	526.0	52.0		COG0138 # Func_class: F Nucleotide transport and metabolism # Function: AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful) # Organism: Pseudomonas aeruginosa (Pae)
L2_144_14	NMA1182	523	1293	0.489401968206	1.61e-159	529.0	51.0		COG0138 # Func_class: F Nucleotide transport and metabolism # Function: AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful) # Organism: Neisseria meningitidis Z2491 (NmA)
L2_144_14	NMB0983	521	1291	0.488644965935	2.92e-159	523.0	51.0		COG0138 # Func_class: F Nucleotide transport and metabolism # Function: AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful) # Organism: Neisseria meningitidis MC58 (Nme)
L2_144_14	BS_purH	521	1284	0.485995457986	2.33e-158	510.0	52.0		COG0138 # Func_class: F Nucleotide transport and metabolism # Function: AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful) # Organism: Bacillus subtilis (Bsu)
L2_144_33	YPO3099_1	356	1000	0.416146483562	8.39e-122	352.0	55.0		COG0836 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: Mannose-1-phosphate guanylyltransferase # Organism: Yersinia pestis (Ype)
L2_144_35	STM2097	347	1000	0.537923614847	8.39e-122	357.0	55.0		COG1088 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: dTDP-D-glucose 4,6-dehydratase # Organism: Salmonella typhimurium LT2 (Sty)
L2_144_35	CAC2332	347	991	0.533082302313	1.21e-120	347.0	53.0		COG1088 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: dTDP-D-glucose 4,6-dehydratase # Organism: Clostridium acetobutylicum (Cac)
L2_144_35	SMb21326	339	963	0.518020441097	4.86e-117	343.0	55.0		COG1088 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: dTDP-D-glucose 4,6-dehydratase # Organism: Sinorhizobium meliloti (Sme)
L2_144_35	RSc0682	346	962	0.517482517483	6.53e-117	350.0	54.0		COG1088 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: dTDP-D-glucose 4,6-dehydratase # Organism: Ralstonia solanacearum (Rso)
L2_144_35	rfbB	347	959	0.515868746638	1.59e-116	357.0	53.0		COG1088 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: dTDP-D-glucose 4,6-dehydratase # Organism: Escherichia coli K12 (Eco)
L2_144_26	ECs3051	276	897	0.568081063965	1.52e-108	275.0	65.0		COG0648 # Func_class: L Replication, recombination and repair # Function: Endonuclease IV # Organism: Escherichia coli O157:H7 (Ecs)
L2_144_26	nfo	276	897	0.568081063965	1.52e-108	275.0	65.0		COG0648 # Func_class: L Replication, recombination and repair # Function: Endonuclease IV # Organism: Escherichia coli K12 (Eco)
L2_144_26	Znfo	276	896	0.567447751742	2.05e-108	275.0	65.0		COG0648 # Func_class: L Replication, recombination and repair # Function: Endonuclease IV # Organism: Escherichia coli O157:H7 EDL933 (EcZ)
L2_144_26	STM2203	276	893	0.565547815073	4.98e-108	275.0	65.0		COG0648 # Func_class: L Replication, recombination and repair # Function: Endonuclease IV # Organism: Salmonella typhimurium LT2 (Sty)
L2_144_26	VC2360	281	890	0.563647878404	1.21e-107	280.0	63.0		COG0648 # Func_class: L Replication, recombination and repair # Function: Endonuclease IV # Organism: Vibrio cholerae (Vch)
L2_144_34	lin2620	321	761	0.449763593381	4.88e-91	320.0	47.0		COG1087 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: UDP-glucose 4-epimerase # Organism: Listeria innocua (Lin)
L2_144_34	BH1108	323	734	0.433806146572	1.46e-87	321.0	47.0		COG1087 # Func_class: M Cell wall/membrane/envelope biogenesis # Function: UDP-glucose 4-epimerase # Organism: Bacillus halodurans (Bha)
L2_145_8	slr1855	605	2141	0.555382619974	1.12e-268	601.0	65.0		NULL # Func_class: R General function prediction only # Function: Putative intracellular protease/amidase # Organism: Synechocystis (Syn)
L2_145_7	MA2000	637	2046	0.537289915966	1.9e-256	647.0	59.0		COG1523 # Func_class: G Carbohydrate transport and metabolism # Function: Type II secretory pathway, pullulanase PulA and related glycosidases # Organism: Methanosarcina acetivorans str.C2A (Mac)
L2_145_7	slr0237	689	1667	0.437762605042	1.16e-207	733.0	50.0		COG1523 # Func_class: G Carbohydrate transport and metabolism # Function: Type II secretory pathway, pullulanase PulA and related glycosidases # Organism: Synechocystis (Syn)
L2_144_51	lin2051	430	926	0.422831050228	2.81e-112	426.0	42.0		COG1160 # Func_class: R General function prediction only # Function: Predicted GTPases # Organism: Listeria innocua (Lin)
L2_144_41	yneB	287	917	0.607687210073	4.05e-111	286.0	60.0		COG1830 # Func_class: G Carbohydrate transport and metabolism # Function: DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes # Organism: Escherichia coli K12 (Eco)
L2_144_41	ECs2124	287	916	0.607024519549	5.45e-111	286.0	60.0		COG1830 # Func_class: G Carbohydrate transport and metabolism # Function: DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes # Organism: Escherichia coli O157:H7 (Ecs)
L2_144_41	ZyneB	287	915	0.606361829026	7.33e-111	286.0	60.0		COG1830 # Func_class: G Carbohydrate transport and metabolism # Function: DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes # Organism: Escherichia coli O157:H7 EDL933 (EcZ)
L2_144_51	BS_yphC	432	902	0.411872146119	3.46e-109	428.0	42.0		COG1160 # Func_class: R General function prediction only # Function: Predicted GTPases # Organism: Bacillus subtilis (Bsu)
L2_144_41	STM4078	292	893	0.591782637508	4.98e-108	291.0	58.0		COG1830 # Func_class: G Carbohydrate transport and metabolism # Function: DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes # Organism: Salmonella typhimurium LT2 (Sty)
L2_144_51	CAC1711	437	890	0.406392694064	1.21e-107	434.0	42.0		COG1160 # Func_class: R General function prediction only # Function: Predicted GTPases # Organism: Clostridium acetobutylicum (Cac)
L2_144_41	PM1278	291	889	0.589131875414	1.63e-107	290.0	57.0		COG1830 # Func_class: G Carbohydrate transport and metabolism # Function: DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes # Organism: Pasteurella multocida (Pmu)
L2_144_51	FN0170	438	882	0.402739726027	1.3e-106	437.0	40.0		COG1160 # Func_class: R General function prediction only # Function: Predicted GTPases # Organism: Fusobacterium nucleatum (Fnu)
L2_144_51	SA1307	432	879	0.401369863014	3.16e-106	428.0	41.0		COG1160 # Func_class: R General function prediction only # Function: Predicted GTPases # Organism: Staphylococcus aureus N315 (Sau)
L2_144_52	alr0652	358	813	0.432676955828	9.88e-98	349.0	49.0		COG0489 # Func_class: D Cell cycle control, cell division, chromosome partitioning # Function: ATPases involved in chromosome partitioning # Organism: Nostoc sp. PCC 7120 (Nos)
L2_144_52	slr0067	358	783	0.416711016498	7.19e-94	349.0	46.0		COG0489 # Func_class: D Cell cycle control, cell division, chromosome partitioning # Function: ATPases involved in chromosome partitioning # Organism: Synechocystis (Syn)
L2_144_52	RSc2379	363	762	0.405534858968	3.63e-91	345.0	47.0		COG0489 # Func_class: D Cell cycle control, cell division, chromosome partitioning # Function: ATPases involved in chromosome partitioning # Organism: Ralstonia solanacearum (Rso)
L2_144_46	FN1622	235	749	0.62730318258	1.71e-89	234.0	60.0		COG0528 # Func_class: F Nucleotide transport and metabolism # Function: Uridylate kinase # Organism: Fusobacterium nucleatum (Fnu)
L2_144_46	alr1207	237	738	0.618090452261	4.46e-88	235.0	58.0		COG0528 # Func_class: F Nucleotide transport and metabolism # Function: Uridylate kinase # Organism: Nostoc sp. PCC 7120 (Nos)
L2_144_46	sll0144	239	726	0.608040201005	1.56e-86	237.0	55.0		COG0528 # Func_class: F Nucleotide transport and metabolism # Function: Uridylate kinase # Organism: Synechocystis (Syn)
L2_144_46	aq_713	235	723	0.605527638191	3.8e-86	235.0	60.0		COG0528 # Func_class: F Nucleotide transport and metabolism # Function: Uridylate kinase # Organism: Aquifex aeolicus (Aae)
L2_144_46	CAC1789	234	708	0.592964824121	3.24e-84	231.0	58.0		COG0528 # Func_class: F Nucleotide transport and metabolism # Function: Uridylate kinase # Organism: Clostridium acetobutylicum (Cac)
L2_144_48	SA1099	252	684	0.539857932123	3.98e-81	255.0	50.0		COG0052 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S2 # Organism: Staphylococcus aureus N315 (Sau)
L2_144_48	CAC1787	227	680	0.536700868193	1.3e-80	227.0	56.0		COG0052 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S2 # Organism: Clostridium acetobutylicum (Cac)
L2_144_48	BS_rpsB	243	677	0.534333070245	3.17e-80	242.0	53.0		COG0052 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S2 # Organism: Bacillus subtilis (Bsu)
L2_144_48	L0379	227	677	0.534333070245	3.17e-80	226.0	53.0		COG0052 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S2 # Organism: Lactococcus lactis (Lla)
L2_144_48	TP0606	251	673	0.531176006314	1.04e-79	250.0	51.0		COG0052 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S2 # Organism: Treponema pallidum (Tpa)
L2_144_50	lin2746	136	452	0.577266922095	2.91e-51	135.0	60.0		COG0102 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein L13 # Organism: Listeria innocua (Lin)
L2_144_50	aq_1877	143	451	0.575989782886	3.91e-51	142.0	57.0		COG0102 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein L13 # Organism: Aquifex aeolicus (Aae)
L2_144_50	all4188	142	444	0.567049808429	3.12e-50	141.0	58.0		COG0102 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein L13 # Organism: Nostoc sp. PCC 7120 (Nos)
L2_144_50	TM1454	142	443	0.565772669221	4.19e-50	141.0	57.0		COG0102 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein L13 # Organism: Thermotoga maritima (Tma)
L2_144_50	HI1443	142	441	0.563218390805	7.58e-50	141.0	58.0		COG0102 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein L13 # Organism: Haemophilus influenzae (Hin)
L2_144_49	TM1453	122	322	0.505494505495	2.9e-32	124.0	55.0		COG0103 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S9 # Organism: Thermotoga maritima (Tma)
L2_144_49	BB0338	122	319	0.500784929356	8.18e-32	121.0	53.0		COG0103 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S9 # Organism: Borrelia burgdorferi (Bbu)
L2_144_49	NMA0379	122	315	0.494505494505	3.25e-31	121.0	55.0		COG0103 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S9 # Organism: Neisseria meningitidis Z2491 (NmA)
L2_144_49	NMB2056	122	315	0.494505494505	3.25e-31	121.0	55.0		COG0103 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S9 # Organism: Neisseria meningitidis MC58 (Nme)
L2_144_49	PA4432	122	306	0.480376766091	7.13e-30	121.0	53.0		COG0103 # Func_class: J Translation, ribosomal structure and biogenesis # Function: Ribosomal protein S9 # Organism: Pseudomonas aeruginosa (Pae)
L2_144_53	SA0797	80	186	0.430555555556	6.46e-13	79.0	43.0		COG0694 # Func_class: O Posttranslational modification, protein turnover, chaperones # Function: Thioredoxin-like proteins and domains # Organism: Staphylococcus aureus N315 (Sau)
L2_144_53	BS_yutI	72	183	0.423611111111	1.66e-12	70.0	49.0		COG0694 # Func_class: O Posttranslational modification, protein turnover, chaperones # Function: Thioredoxin-like proteins and domains # Organism: Bacillus subtilis (Bsu)
L2_144_53	BH3419	80	179	0.414351851852	5.8e-12	78.0	44.0		COG0694 # Func_class: O Posttranslational modification, protein turnover, chaperones # Function: Thioredoxin-like proteins and domains # Organism: Bacillus halodurans (Bha)
