ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
L1_27_0	227	2	229	L1_27	230	+		Chlorobium phaeobacteroides (1096)	Mobile element protein
L1_26_0	89	1	90	L1_26	189	-		root (1)	hypothetical protein
L1_25_0	617	3	620	L1_25	621	+	1.3.1.26	Chlorobium ferrooxidans (84205)	Dihydrodipicolinate reductase (EC 1.3.1.26)
L1_24_0	59	2	61	L1_24	351	-		root (1)	hypothetical protein
L1_24_1	200	143	343	L1_24	351	-		root (1)	hypothetical protein
L1_29_0	329	3	332	L1_29	913	-		root (1)	hypothetical protein
L1_29_1	599	313	912	L1_29	913	-		root (1)	hypothetical protein
L1_29_tRNA	87	452	538	L1_29	913	+		root (1)	tRNA-Ser
L1_28_0	1973	228	2201	L1_28	7954	+		Comamonadaceae (80864)	ATP-dependent DNA helicase
L1_28_1	647	2215	2862	L1_28	7954	+		Actinomycetales (2037)	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
L1_28_2	851	2923	3774	L1_28	7954	-		Chlorobaculum tepidum (1097)	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
L1_28_3	1196	3906	5102	L1_28	7954	+	2.3.3.8	Chlorobiaceae (191412)	ATP-citrate (pro-S-)-lyase, subunit 1 (EC 2.3.3.8)
L1_28_4	1832	5162	6994	L1_28	7954	+	2.3.3.8	Chlorobium/Pelodictyon group (274493)	ATP-citrate (pro-S-)-lyase, subunit 2 (EC 2.3.3.8)
L1_28_5	170	7542	7712	L1_28	7954	+		root (1)	hypothetical protein
L1_28_6	176	7760	7936	L1_28	7954	+		root (1)	hypothetical protein
L1_184_0	275	216	491	L1_184	2735	-		Pelodictyon phaeoclathratiforme (34090)	plasmid stabilization system
L1_184_1	260	472	732	L1_184	2735	-		Pelodictyon phaeoclathratiforme (34090)	Prevent host death protein, Phd antitoxin
L1_184_2	230	1178	1408	L1_184	2735	-		root (1)	hypothetical protein
L1_184_3	269	1742	2011	L1_184	2735	-		Bacteria (2)	hypothetical protein
L1_184_4	317	2008	2325	L1_184	2735	-		Chlorobium/Pelodictyon group (274493)	FIG00913622:
L1_184_5	134	2541	2675	L1_184	2735	-		root (1)	hypothetical protein
L1_183_0	260	332	592	L1_183	1924	+		Pelodictyon phaeoclathratiforme (34090)	Prevent host death protein, Phd antitoxin
L1_183_1	275	573	848	L1_183	1924	+		Pelodictyon phaeoclathratiforme (34090)	plasmid stabilization system
L1_183_2	275	1256	1531	L1_183	1924	-		Chlorobium limicola (1092)	hypothetical protein
L1_183_3	260	1542	1802	L1_183	1924	-		Bacteria (2)	transcriptional regulator
L1_182_0	404	5612	6016	L1_182	115915	+		Proteobacteria (1224)	4-hydroxybenzoyl-CoA thioesterase family active site
L1_182_1	527	6054	6581	L1_182	115915	+		Chlorobiaceae (191412)	FIG00497095:
L1_182_2	1001	6586	7587	L1_182	115915	+		Chlorobium ferrooxidans (84205)	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)
L1_182_3	401	7918	8319	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	SSU ribosomal protein S6p
L1_182_4	473	8388	8861	L1_182	115915	+		Chlorobium (1091)	Single-stranded DNA-binding protein
L1_182_5	278	8897	9175	L1_182	115915	+		Pelodictyon phaeoclathratiforme (34090)	SSU ribosomal protein S18p @ S18p, zinc-independent
L1_182_6	455	9212	9667	L1_182	115915	+		Bacteroidetes (976)	LSU ribosomal protein L9p
L1_182_7	152	10014	10166	L1_182	115915	-		root (1)	hypothetical protein
L1_182_8	368	10429	10797	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Cytochrome c, class I
L1_182_9	1235	10923	12158	L1_182	115915	+		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_182_10	515	12780	13295	L1_182	115915	+		Chlorobiaceae (191412)	Thioredoxin family protein
L1_182_11	239	13292	13531	L1_182	115915	+		Burkholderiales (80840)	lipoprotein, putative
L1_182_12	1112	13560	14672	L1_182	115915	+		Chlorobiaceae (191412)	FIG00497775:
L1_182_13	545	15094	15639	L1_182	115915	+		root (1)	hypothetical protein
L1_182_14	1025	15728	16753	L1_182	115915	-	6.1.1.20	Bacteroidetes (976)	Phenylalanyl-tRNA synthetase alpha chain OS Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 NCTC 11154) GN pheS PE 3 SV 1 # UNIPROT A6L2I3 PHENYLALANINE--TRNA-LIGASE-RXN 6.1.1.20
L1_182_15	347	16771	17118	L1_182	115915	-		Bacteria (2)	LSU ribosomal protein L20p
L1_182_16	194	17145	17339	L1_182	115915	-		Chlorobiaceae (191412)	LSU ribosomal protein L35p
L1_182_17	641	17384	18025	L1_182	115915	-		Chlorobium/Pelodictyon group (274493)	Translation initiation factor 3
L1_182_18	1973	18049	20022	L1_182	115915	-	6.1.1.3	Bacteroidetes (976)	Threonyl-tRNA synthetase OS Thermus thermophilus (strain HB27 / ATCC BAA-163 DSM 7039) GN thrS PE 3 SV 1 # UNIPROT Q72HH1 THREONINE--TRNA-LIGASE-RXN 6.1.1.3
L1_182_19	1409	20234	21643	L1_182	115915	-		Chlorobium ferrooxidans (84205)	Chlorophyllide reductase subunit BchZ (EC 1.18.-.-)
L1_182_20	1778	21660	23438	L1_182	115915	-	3.2.1.52	Chlorobium ferrooxidans (84205)	Beta-hexosaminidase (EC 3.2.1.52)
L1_182_21	578	23671	24249	L1_182	115915	-		Bacteria (2)	Cytidine deoxycytidylate deaminase family protein
L1_182_22	512	24298	24810	L1_182	115915	-		Bacteria (2)	HNH endonuclease family protein
L1_182_23	1460	24955	26415	L1_182	115915	-	1.4.4.2	Bacillales (1385)	Probable glycine dehydrogenase subunit 2 OS Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849) GN gcvPB PE 3 SV 1 # UNIPROT Q2YCK3 GCVP-RXN 1.4.4.2
L1_182_24	587	26704	27291	L1_182	115915	-		root (1)	hypothetical protein
L1_182_25	242	27971	28213	L1_182	115915	-		Pelodictyon phaeoclathratiforme (34090)	hypothetical protein
L1_182_26	254	28225	28479	L1_182	115915	-		Bacteria (2)	hypothetical protein
L1_182_27	224	28612	28836	L1_182	115915	+		root (1)	hypothetical protein
L1_182_28	209	28953	29162	L1_182	115915	+		Methylomicrobium (39773)	Protein unknown function UPF0150
L1_182_29	218	29155	29373	L1_182	115915	+		delta proteobacterium MLMS-1 (262489)	YcfA-like
L1_182_30	812	29431	30243	L1_182	115915	-	3.1.26.3	Chlorobium ferrooxidans (84205)	Ribonuclease III (EC 3.1.26.3)
L1_182_31	1253	30253	31506	L1_182	115915	-	2.3.1.179	Bacteroidetes (976)	3-oxoacyl- synthase 2 OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN fabF PE 1 SV # UNIPROT P73283 2.3.1.179-RXN SSP1148:SLL1069-MONOMER 2.3.1.179
L1_182_32	239	31558	31797	L1_182	115915	-		Bacteria (2)	Acyl carrier protein
L1_182_33	737	31884	32621	L1_182	115915	-	1.1.1.100	Firmicutes (1239)	3-oxoacyl- reductase 1 OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN fabG1 PE 3 SV # UNIPROT P73574 3-OXOACYL-ACP-REDUCT-RXN SSP1148:SLR0886-MONOMER 1.1.1.100
L1_182_34	908	32816	33724	L1_182	115915	-	2.3.1.39	Bacteroidetes (976)	Malonyl CoA-acyl carrier protein transacylase OS Bacillus subtilis GN fabD PE 3 SV 2 # UNIPROT P71019 MALONYL-COA-ACP-TRANSACYL-RXN BSUB:BSU15900-MONOMER 2.3.1.39
L1_182_35	992	33756	34748	L1_182	115915	-	2.3.1.41	Bacteroidetes (976)	3-oxoacyl- synthase 3 OS Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 NCTC 11152) GN fabH PE SV 1 # UNIPROT A6LEP7 RXN-9535 2.3.1.41
L1_182_36	1025	34851	35876	L1_182	115915	-		Chlorobaculum tepidum (1097)	Phosphate:acyl-ACP acyltransferase PlsX
L1_182_37	527	36122	36649	L1_182	115915	-		Chlorobiaceae (191412)	COG1399 protein cluster ribosomal L32p, Bacteroidetes/Chlorobi subfamily
L1_182_38	473	37131	37604	L1_182	115915	+		Chlorobium ferrooxidans (84205)	protein unknown function DUF306, Meta HslJ
L1_182_39	1682	37925	39607	L1_182	115915	+	2.3.3.13	Bacteria (2)	2-isopropylmalate synthase OS Schizosaccharomyces pombe (strain ATCC 38366 / 972) GN leu3 PE 2 SV # UNIPROT O59736 2-ISOPROPYLMALATESYN-RXN SPOM-XXX-01:SPOM-XXX-01-004884-MONOMER 2.3.3.13
L1_182_40	446	39636	40082	L1_182	115915	-		Chlorobium ferrooxidans (84205)	Universal stress protein family
L1_182_41	170	40191	40361	L1_182	115915	-		root (1)	hypothetical protein
L1_182_42	329	40490	40819	L1_182	115915	-		root (1)	hypothetical protein
L1_182_43	830	41182	42012	L1_182	115915	+	3.1.4.46	Pelodictyon phaeoclathratiforme (34090)	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
L1_182_44	1358	42070	43428	L1_182	115915	-		Chlorobium ferrooxidans (84205)	BatD
L1_182_45	800	43434	44234	L1_182	115915	-	1.5.1.2	Chlorobium ferrooxidans (84205)	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
L1_182_46	257	44324	44581	L1_182	115915	-		Bacteria (2)	FIG00941872:
L1_182_47	332	44754	45086	L1_182	115915	-		Proteobacteria (1224)	Sulfite dehydrogenase cytochrome subunit SoxD
L1_182_48	332	45315	45647	L1_182	115915	-		Oxalobacteraceae (75682)	Sulfite dehydrogenase cytochrome subunit SoxD
L1_182_49	176	45671	45847	L1_182	115915	+		root (1)	hypothetical protein
L1_182_50	428	45839	46267	L1_182	115915	-		Chlorobium ferrooxidans (84205)	cytochrome c-555, membrane-bound
L1_182_51	1445	46332	47777	L1_182	115915	-		Chlorobiaceae (191412)	BchE/P-methylase family protein
L1_182_52	668	47782	48450	L1_182	115915	-		Chlorobium ferrooxidans (84205)	hypothetical protein
L1_182_53	1139	48606	49745	L1_182	115915	-	2.6.1.45	Chlorobium ferrooxidans (84205)	Serine--glyoxylate aminotransferase (EC 2.6.1.45)
L1_182_54	1109	49789	50898	L1_182	115915	-	6.3.5.5	Bacteria (2)	Carbamoyl-phosphate synthase small chain OS Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1) GN carA PE 3 SV 1 # UNIPROT Q3A450 CARBPSYN-RXN 6.3.5.5
L1_182_55	353	50907	51260	L1_182	115915	-		Chlorobium phaeobacteroides (1096)	Preprotein translocase subunit YajC (TC 3.A.5.1.1)
L1_182_56	1052	51343	52395	L1_182	115915	-		Bacteria (2)	YgjD/Kae1/Qri7 family, required threonylcarbamoyladenosine (t(6)A) formation tRNA
L1_182_57	227	52419	52646	L1_182	115915	+		Chlorobium (1091)	FIG00497080:
L1_182_58	998	52744	53742	L1_182	115915	+		Bacteria (2)	MoxR-like ATPase aerotolerance operon
L1_182_59	899	53739	54638	L1_182	115915	+		Chlorobium ferrooxidans (84205)	PA3071
L1_182_60	974	54622	55596	L1_182	115915	+		Chlorobium ferrooxidans (84205)	FIG00496113:
L1_182_61	626	55671	56297	L1_182	115915	-		Proteobacteria (1224)	plasmid pRiA4b ORF-3 family protein
L1_182_62	227	56644	56871	L1_182	115915	+		root (1)	hypothetical protein
L1_182_63	152	56868	57020	L1_182	115915	+		root (1)	hypothetical protein
L1_182_64	1121	57014	58135	L1_182	115915	+		Monera	ATP-dependent DNA helicase
L1_182_65	107	58132	58239	L1_182	115915	+		root (1)	hypothetical protein
L1_182_66	1010	58244	59254	L1_182	115915	+		Chlorobium ferrooxidans (84205)	BatA (Bacteroides aerotolerance operon)
L1_182_67	1031	59385	60416	L1_182	115915	+		Chlorobium ferrooxidans (84205)	BatB
L1_182_68	302	60549	60851	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	FIG00496077:
L1_182_69	1325	61035	62360	L1_182	115915	+		Bacteria (2)	ClpB protein
L1_182_70	281	62552	62833	L1_182	115915	+		Pelodictyon phaeoclathratiforme (34090)	hypothetical protein
L1_182_71	941	62861	63802	L1_182	115915	+		Pelodictyon phaeoclathratiforme (34090)	hypothetical protein
L1_182_72	2201	63807	66008	L1_182	115915	+	2.1.1.72	Pelodictyon phaeoclathratiforme (34090)	Adenine-specific methyltransferase (EC 2.1.1.72)
L1_182_73	119	66002	66121	L1_182	115915	-		root (1)	hypothetical protein
L1_182_74	524	66185	66709	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Uncharacterized conserved protein
L1_182_75	1427	66781	68208	L1_182	115915	+	6.3.5.7	Bacteria (2)	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS Halomonas elongata (strain ATCC 33173 / DSM 2581 NBRC 15536 NCIMB 2198 1H9) GN gatB PE 3 SV 1 # UNIPROT E1V9F7 6.3.5.7-RXN 6.3.5.7
L1_182_76	257	68215	68472	L1_182	115915	-	3.1.11.6	Chlorobium ferrooxidans (84205)	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
L1_182_77	1028	68546	69574	L1_182	115915	+		Bacteroidales (171549)	GTP-binding protein Obg
L1_182_78	467	69561	70028	L1_182	115915	+	2.3.1.1	Pelodictyon phaeoclathratiforme (34090)	Acetyltransferase, GNAT family (EC 2.3.1.1)
L1_182_79	266	70104	70370	L1_182	115915	+		Chlorobaculum tepidum (1097)	Phosphocarrier protein, nitrogen regulation associated
L1_182_80	1145	70470	71615	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	Glycosyl transferase, group 1
L1_182_81	857	71615	72472	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Glycosyl transferase, family 2
L1_182_82	584	72462	73046	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	FIG00496698:
L1_182_83	1166	73015	74181	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Glycosyl transferase, group 1 precursor
L1_182_84	1493	74178	75671	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Heteropolysaccharide repeat unit export protein
L1_182_85	2393	75676	78069	L1_182	115915	+		Chlorobium ferrooxidans (84205)	FIG00913434:
L1_182_86	350	78079	78429	L1_182	115915	-		Spirochaetaceae (137)	HicB family
L1_182_87	257	78426	78683	L1_182	115915	-		Bacteria (2)	HicA protein
L1_182_88	335	78743	79078	L1_182	115915	-		Chlorobium ferrooxidans (84205)	transcriptional regulator, putative
L1_182_89	407	79510	79917	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S12p (S23e)
L1_182_90	467	79944	80411	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S7p (S5e)
L1_182_91	2114	80454	82568	L1_182	115915	+		Firmicutes (1239)	Translation elongation factor G
L1_182_92	1181	82638	83819	L1_182	115915	+		Bacteria (2)	Translation elongation factor Tu
L1_182_93	311	83897	84208	L1_182	115915	+		Bacteroidetes (976)	SSU ribosomal protein S10p (S20e)
L1_182_94	629	84230	84859	L1_182	115915	+		Bacteroidales (171549)	LSU ribosomal protein L3p (L3e)
L1_182_95	638	84867	85505	L1_182	115915	+		Bacteroidetes (976)	LSU ribosomal protein L4p (L1e)
L1_182_96	311	85537	85848	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	LSU ribosomal protein L23p (L23Ae)
L1_182_97	839	85880	86719	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L2p (L8e)
L1_182_98	299	86753	87052	L1_182	115915	+		Bacteroidetes (976)	SSU ribosomal protein S19p (S15e)
L1_182_99	359	87083	87442	L1_182	115915	+		Bacteroidetes (976)	LSU ribosomal protein L22p (L17e)
L1_182_100	755	87458	88213	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S3p (S3e)
L1_182_101	419	88256	88675	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L16p (L10e)
L1_182_102	206	88710	88916	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	LSU ribosomal protein L29p (L35e)
L1_182_103	269	88979	89248	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S17p (S11e)
L1_182_104	368	89287	89655	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L14p (L23e)
L1_182_105	242	89773	90015	L1_182	115915	+		Firmicutes (1239)	LSU ribosomal protein L24p (L26e)
L1_182_106	587	90073	90660	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L5p (L11e)
L1_182_107	269	90677	90946	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S14p (S29e) @ (S29e), zinc-independent
L1_182_108	395	91010	91405	L1_182	115915	+		Firmicutes (1239)	SSU ribosomal protein S8p (S15Ae)
L1_182_109	539	91434	91973	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L6p (L9e)
L1_182_110	359	92031	92390	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L18p (L5e)
L1_182_111	518	92414	92932	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S5p (S2e)
L1_182_112	185	92949	93134	L1_182	115915	+		Chlorobium/Pelodictyon group (274493)	LSU ribosomal protein L30p (L7e)
L1_182_113	557	93168	93725	L1_182	115915	+		Pelodictyon (1099)	LSU ribosomal protein L15p (L27Ae)
L1_182_114	1331	93744	95075	L1_182	115915	+		Bacteria (2)	Preprotein translocase secY subunit (TC 3.A.5.1.1)
L1_182_115	797	95091	95888	L1_182	115915	+	3.4.11.18	Bacteria (2)	Methionine aminopeptidase (EC 3.4.11.18)
L1_182_116	119	96231	96350	L1_182	115915	-		root (1)	hypothetical protein
L1_182_117	377	96402	96779	L1_182	115915	+		Bacteroidetes (976)	SSU ribosomal protein S13p (S18e)
L1_182_118	383	96824	97207	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S11p (S14e)
L1_182_119	611	97245	97856	L1_182	115915	+		Bacteria (2)	SSU ribosomal protein S4p (S9e)
L1_182_120	983	97885	98868	L1_182	115915	+	2.7.7.6	Bacteroidetes (976)	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)
L1_182_121	458	98917	99375	L1_182	115915	+		Bacteria (2)	LSU ribosomal protein L17p
L1_182_122	683	99438	100121	L1_182	115915	-		Chlorobium ferrooxidans (84205)	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB
L1_182_123	1121	100279	101400	L1_182	115915	+	2.7.7.22	Chlorobium ferrooxidans (84205)	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)
L1_182_124	1445	101518	102963	L1_182	115915	-	6.1.1.16	Bacteroidales (171549)	Cysteinyl-tRNA synthetase OS Thermus thermophilus (strain HB27 / ATCC BAA-163 DSM 7039) GN cysS PE 3 SV 1 # UNIPROT Q72KB0 CYSTEINE--TRNA-LIGASE-RXN 6.1.1.16
L1_182_125	608	103194	103802	L1_182	115915	+		Chlorobium ferrooxidans (84205)	GTP-binding protein EngB
L1_182_126	1304	103814	105118	L1_182	115915	+	6.3.4.4	Bacteria (2)	Adenylosuccinate synthetase OS Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 JW/NM-WN-LF) GN purA PE 3 SV 1 # UNIPROT B2A449 ADENYLOSUCCINATE-SYNTHASE-RXN 6.3.4.4
L1_182_127	320	105137	105457	L1_182	115915	+		Pelodictyon (1099)	Protein unknown function DUF77
L1_182_128	1262	105576	106838	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Light-independent protochlorophyllide reductase subunit N (EC 1.18.-.-)
L1_182_129	1607	106878	108485	L1_182	115915	+		Chlorobium ferrooxidans (84205)	Light-independent protochlorophyllide reductase subunit B (EC 1.18.-.-)
L1_182_130	827	108520	109347	L1_182	115915	+		Bacteria (2)	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein ChlL (EC 1.18.-.-)
L1_182_131	584	109528	110112	L1_182	115915	+		Chlamydiae/Verrucomicrobia group (51290)	FIG00938387:
L1_182_132	131	115782	115913	L1_182	115915	+		root (1)	hypothetical protein
L1_182_tRNA	72	36870	36799	L1_182	115915	-		root (1)	tRNA-Asn
L1_181_0	1121	44	1165	L1_181	14736	+		Chlorobium ferrooxidans (84205)	Outer membrane receptor ferric coprogen ferric-rhodotorulic acid
L1_181_1	818	1308	2126	L1_181	14736	+		Chlorobium/Pelodictyon group (274493)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
L1_181_2	455	2343	2798	L1_181	14736	+		Pelodictyon phaeoclathratiforme (34090)	Nudix hydrolase family protein
L1_181_3	695	2807	3502	L1_181	14736	-		Bacteria (2)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)
L1_181_4	416	4071	4487	L1_181	14736	+		Chlorobium ferrooxidans (84205)	Cold-shock protein, DNA-binding
L1_181_5	2120	4479	6599	L1_181	14736	-	2.7.4.1	Cyanobacteria (1117)	Polyphosphate kinase (EC 2.7.4.1)
L1_181_6	1502	6602	8104	L1_181	14736	-	3.1.3.1	Chlorobium ferrooxidans (84205)	Alkaline phosphatase (EC 3.1.3.1)
L1_181_7	545	8172	8717	L1_181	14736	-	4.1.1.19	Monera	Pyruvoyl-dependent arginine decarboxylase 2 OS Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 Goe1 Go1 JCM 11833 OCM 88) GN pdaD2 PE 3 SV 1 # UNIPROT P58890 ARGDECARBOX-RXN MMAZ192952:MM2595-MONOMER 4.1.1.19
L1_181_8	350	8943	9293	L1_181	14736	-		Chlorobiaceae (191412)	FIG00496217:
L1_181_9	1142	9610	10752	L1_181	14736	+		Bacteria (2)	Uncharacterized glycosyltransferase ypjH OS Bacillus subtilis GN PE 3 SV 2 # UNIPROT P42982 RXN8J2-1 BSUB:BSU22460-MONOMER NIL
L1_181_10	1028	10928	11956	L1_181	14736	-		Bacteria (2)	Rod shape-determining protein MreB
L1_181_11	1316	12183	13499	L1_181	14736	+	1.1.1.23	Firmicutes (1239)	Histidinol dehydrogenase (EC 1.1.1.23)
L1_181_12	1043	13496	14539	L1_181	14736	+		Bacteria (2)	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)
L1_180_0	1679	446	2125	L1_180	2127	-		Desulfotignum phosphitoxidans (190898)	Mobile element protein
L1_133_0	173	262	435	L1_133	27212	-		root (1)	hypothetical protein
L1_133_1	698	428	1126	L1_133	27212	-		root (1)	hypothetical protein
L1_133_2	1430	1279	2709	L1_133	27212	-		Chlorobium/Pelodictyon group (274493)	BchE/P-methylase family protein
L1_133_3	2627	2709	5336	L1_133	27212	-		Bacteroidetes (976)	DNA mismatch repair protein MutS
L1_133_4	290	5655	5945	L1_133	27212	+		Chlorobaculum tepidum (1097)	LSU ribosomal protein L21p
L1_133_5	254	5986	6240	L1_133	27212	+		Bacteria (2)	LSU ribosomal protein L27p
L1_133_6	932	6388	7320	L1_133	27212	+	1.1.1.37	Bacteria (2)	Malate dehydrogenase OS Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 JCM 9062 NBRC 15155 AMRC-C165) GN mdh PE 3 SV 1 # UNIPROT Q9HJL5 MALATE-DEH-RXN TACI273075:TA0952-MONOMER 1.1.1.37
L1_133_7	1049	7405	8454	L1_133	27212	-	3.5.3.12	Cyclobacteriaceae (563798)	Agmatine deiminase (EC 3.5.3.12)
